Receipt,Date,Description,Client,Staff,Quantity,Amount,GST,PST
1300,06/29/2018,Women's hair cut,KALA01,JJ,1,102,5.1,8.16
1301,06/29/2018,Women's hair cut,OGDJ01,BECKY,1,60,3,4.8
1302,06/29/2018,Men's hair cut,APTM01,JJ,1,30,1.5,2.4
1302,06/29/2018,Shu wonder worker 150ml,APTM01,JJ,1,37.8,1.89,3.024
1302,06/29/2018,KM Motion lotion 150ml,APTM01,JJ,1,28.8,1.44,2.304
1303,06/29/2018,Women's hair cut,WANM01,BECKY,1,80,4,6.4
1303,06/29/2018,Shu cleansing oil sh400ml,WANM01,BECKY,1,50.4,2.52,4.032
1304,06/29/2018,Balayage,MCWC01,KELLY,1,150,7.5,12
1304,06/29/2018,Women's hair cut,MCWC01,KELLY,1,65,3.25,5.2
1304,06/29/2018,Color toner,MCWC01,KELLY,1,45,2.25,3.6
1304,06/29/2018,Smart Bond,MCWC01,KELLY,2,50,2.5,4
1304,06/29/2018,Color additional service,MCWC01,KELLY,1,5,0.25,0.4
1305,06/30/2018,Blowdry,CASN01,BECKY,1,30,1.5,2.4
1306,06/30/2018,Men's hair cut,DELC01,BECKY,1,50,2.5,4
1307,06/30/2018,,WALK_IN,BECKY,1,31.23,1.5615,2.4984
1307,06/30/2018,,WALK_IN,BECKY,1,23.94,1.197,1.9152
1308,06/30/2018,Women's hair cut,HAMA01,KELLY,1,45,2.25,3.6
1308,06/30/2018,PO color fanatic 200ml,HAMA01,KELLY,1,27.45,1.3725,2.196
1309,06/30/2018,Men's hair cut,IRWE01,BECKY,1,50,2.5,4
1309,06/30/2018,Color touch up,IRWE01,JOANNE,1,70,3.5,5.6
131,04/07/2018,Women's hair cut,GALG01,JJ,1,82,4.1,6.56
1310,06/30/2018,Women's hair cut,LEHN01,JJ,1,82,4.1,6.56
1310,06/30/2018,KM Motion lotion 150ml,LEHN01,JJ,1,28.8,1.44,2.304
1311,06/30/2018,Women's hair cut,EZIR01,JJ,1,102,5.1,8.16
1313,06/30/2018,Highlights partial,GOSD01,JOANNE,1,130,6.5,10.4
1314,06/30/2018,Blow dry bundle 5+1,SKUD01,HOUSE,1,230,11.5,18.4
1316,06/30/2018,Color full color,TRAS02,JOANNE,1,65,3.25,5.2
1317,06/30/2018,Shu essence absolue C.milk 250,WALK_IN,JJ,1,50.4,2.52,4.032
1318,06/30/2018,Blowdry,WOOJ01,BECKY,1,50,2.5,4
1319,06/30/2018,Color full color,FISV01,JOANNE,1,85,4.25,6.8
1319,06/30/2018,Women's hair cut,FISV01,BECKY,1,80,4,6.4
1319,06/30/2018,PO Hydrate superfood masque150,FISV01,BECKY,1,36.3,1.815,2.904
132,04/07/2018,Women's hair cut,SENM01,BECKY,1,60,3,4.8
1320,06/30/2018,Women's hair cut,LAS01,JJ,1,82,4.1,6.56
1321,06/30/2018,Women's hair cut,DEYS01,BECKY,1,60,3,4.8
1322,06/30/2018,Blowdry,WELN01,JJ,1,30,1.5,2.4
1324,06/30/2018,Smart Bond,TAMA01,KELLY,1,25,1.25,2
1324,06/30/2018,Women's hair cut,TAMA01,KELLY,1,75,3.75,6
1324,06/30/2018,Color toner,TAMA01,KELLY,2,90,4.5,7.2
1324,06/30/2018,Balayage,TAMA01,KELLY,1,150,7.5,12
1324,06/30/2018,PO color fanatic 200ml,TAMA01,KELLY,1,27.45,1.3725,2.196
1324,06/30/2018,miscellaneous,TAMA01,KELLY,1,-50,-2.5,-4
1326,06/30/2018,Women's hair cut,KRAV01,KELLY,1,65,3.25,5.2
1326,06/30/2018,double process blonde,KRAV01,KELLY,1,100,5,8
1326,06/30/2018,Smart Bond,KRAV01,KELLY,1,25,1.25,2
1327,07/03/2018,Blowdry,WONM02,JJ,1,52,2.6,4.16
1327,07/03/2018,miscellaneous,WONM02,HOUSE,1,-52,-2.6,-4.16
1328,07/03/2018,Color touch up,SUNS01,KELLY,1,65,3.25,5.2
133,04/07/2018,Men's hair cut,STOD01,BECKY,1,30,1.5,2.4
1330,07/03/2018,Women's hair cut,KIMH01,JJ,1,82,4.1,6.56
1330,07/03/2018,elchim dryer,KIMH01,JJ,1,224.1,11.205,17.928
1331,07/03/2018,Blowdry,HILJ01,BECKY,1,50,2.5,4
1331,07/03/2018,miscellaneous,HILJ01,HOUSE,1,-50,-2.5,-4
1332,07/03/2018,Blowdry,BROS01,BECKY,1,50,2.5,4
1332,07/03/2018,miscellaneous,BROS01,HOUSE,1,-50,-2.5,-4
1336,07/03/2018,Men's hair cut,NORJ01,JJ,1,40,2,3.2
1337,07/03/2018,Highlights partial,TINA02,JOANNE,1,160,8,12.8
1338,07/03/2018,Men's hair cut,OWED01,BECKY,1,50,2.5,4
1339,07/03/2018,Men's hair cut,TASJ01,JJ,1,40,2,3.2
134,04/07/2018,Women's hair cut,DOLD01,JJ,1,82,4.1,6.56
1340,07/03/2018,Women's hair cut,KREJ01,BECKY,1,60,3,4.8
1341,07/03/2018,Women's hair cut,DHAS02,KELLY,1,45,2.25,3.6
1341,07/03/2018,Highlights half head,DHAS02,KELLY,1,130,6.5,10.4
1341,07/03/2018,Smart Bond,DHAS02,KELLY,2,50,2.5,4
1341,07/03/2018,Color toner,DHAS02,KELLY,1,45,2.25,3.6
1342,07/03/2018,Men's hair cut,NICP01,BECKY,1,50,2.5,4
1343,07/03/2018,Men's hair cut,LAWJ01,BECKY,1,50,2.5,4
1345,07/03/2018,Women's hair cut,ROWD01,BECKY,1,80,4,6.4
1346,07/03/2018,Men's hair cut,LEHJ01,JJ,1,50,2.5,4
1346,07/03/2018,NeuMa Clay 50g,LEHJ01,JJ,1,28.8,1.44,2.304
1347,07/03/2018,Men's hair cut,JOHD01,BECKY,1,50,2.5,4
1348,07/04/2018,Men's hair cut,PANB01,KELLY,1,35,1.75,2.8
1349,07/04/2018,Women's hair cut,ALVJ01,JJ,1,102,5.1,8.16
1350,07/04/2018,Men's hair cut,PARD01,KELLY,1,35,1.75,2.8
1351,07/04/2018,Highlights partial,RIDY01,JOANNE,1,140,7,11.2
1352,07/04/2018,Women's hair cut,TAYN01,JJ,1,82,4.1,6.56
1353,07/04/2018,Women's hair cut,GELK01,JJ,1,102,5.1,8.16
1353,07/04/2018,Shu cleansing oil sh400ml,GELK01,JJ,-1,-50.4,-2.52,-4.032
1356,07/04/2018,Men's hair cut,GRET01,JJ,1,60,3,4.8
1357,07/04/2018,Men's hair cut,TANJ01,KELLY,1,35,1.75,2.8
1358,07/04/2018,Blowdry,COLG01,KELLY,1,55,2.75,4.4
1359,07/04/2018,Blowdry,ARRM01,JJ,1,52,2.6,4.16
1359,07/04/2018,Color full color,ARRM01,JOANNE,1,85,4.25,6.8
136,04/07/2018,Children (under 12),SINT01,BECKY,1,30,1.5,2.4
136,04/07/2018,Children (under 12),SINW01,JJ,1,32,1.6,2.56
1360,07/04/2018,Color touch up,DAMK01,JOANNE,1,60,3,4.8
1360,07/04/2018,Women's hair cut,DAMK01,KELLY,1,65,3.25,5.2
1360,07/04/2018,Treatments 1,DAMK01,JOANNE,1,20,1,1.6
1360,07/04/2018,PO color fanatic 30ml,DAMK01,JOANNE,1,8.32,0.416,0.6656
1361,07/04/2018,LP Smart Bond con 250ml,WALK_IN,JJ,1,27.9,1.395,2.232
1363,07/04/2018,Men's hair cut,GROJ01,JJ,1,0,0,0
1368,07/05/2018,Men's hair cut,STOV01,JJ,1,60,3,4.8
1369,07/05/2018,Blowdry,DEH01,JJ,1,32,1.6,2.56
137,04/07/2018,Women's hair cut,JOHJ01,SINEAD,1,70,3.5,5.6
1370,07/05/2018,Women's hair cut,GRIA01,BECKY,1,80,4,6.4
1372,07/05/2018,Men's camo color,SCHJ01,JJ,1,45,2.25,3.6
1373,07/05/2018,Women's hair cut,CYRA01,BECKY,1,80,4,6.4
1374,07/05/2018,Men's hair cut,KIRJ01,KELLY,1,35,1.75,2.8
1375,07/05/2018,Men's hair cut,POUG01,KELLY,1,35,1.75,2.8
1376,07/05/2018,Blowdry,BANR01,BECKY,1,50,2.5,4
1376,07/05/2018,Color touch up,BANR01,JOANNE,1,70,3.5,5.6
1378,07/05/2018,Men's hair cut,GUBD01,JJ,1,60,3,4.8
1379,07/05/2018,Women's hair cut,BRIK01,JJ,1,102,5.1,8.16
138,04/07/2018,Women's hair cut,KURG01,JJ,1,82,4.1,6.56
1380,07/05/2018,Men's hair cut,BRAN01,BECKY,1,50,2.5,4
1381,07/05/2018,Men's hair cut,GALB01,JJ,1,60,3,4.8
1382,07/05/2018,Women's hair cut,KOLK01,KELLY,1,45,2.25,3.6
1383,07/05/2018,Men's hair cut,VALT01,KELLY,1,35,1.75,2.8
1384,07/06/2018,Blowdry,SIRM01,BECKY,1,50,2.5,4
1384,07/06/2018,miscellaneous,SIRM01,HOUSE,1,-50,-2.5,-4
1385,07/06/2018,Men's hair cut,THOD01,JJ,1,60,3,4.8
1388,07/06/2018,Women's hair cut,CHMY01,BECKY,1,80,4,6.4
1389,07/06/2018,Dry updo,MARO01,KELLY,1,80,4,6.4
139,04/07/2018,Women's hair cut,WANM01,BECKY,1,60,3,4.8
139,04/07/2018,PO Clean Volume sh 250ml,WANM01,BECKY,1,34.15,1.7075,2.732
1390,07/06/2018,Balayage,LEM01,KELLY,1,160,8,12.8
1390,07/06/2018,Women's hair cut,LEM01,KELLY,1,65,3.25,5.2
1390,07/06/2018,LP Silver Shampoo 300ml,LEM01,KELLY,1,22.95,1.1475,1.836
1390,07/06/2018,Smart Bond,LEM01,KELLY,2,50,2.5,4
1390,07/06/2018,Color toner,LEM01,KELLY,1,40,2,3.2
1391,07/06/2018,Men's hair cut,SHAM01,KELLY,1,35,1.75,2.8
1392,07/06/2018,Women's hair cut,MINA02,BECKY,1,70,3.5,5.6
1392,07/06/2018,Color toner,MINA02,JOANNE,1,35,1.75,2.8
1394,07/06/2018,Women's hair cut,HIMB01,JJ,1,102,5.1,8.16
1395,07/06/2018,Color touch up,MUMK01,JOANNE,1,70,3.5,5.6
1395,07/06/2018,Women's hair cut,MUMK01,JJ,1,75,3.75,6
1396,07/06/2018,Color mini touch up,LIND01,JOANNE,1,50,2.5,4
1396,07/06/2018,Blow dry bundle 5+1,LIND01,HOUSE,1,250,12.5,20
1397,07/06/2018,Women's hair cut,BOYL01,BECKY,1,80,4,6.4
1398,07/06/2018,Women's hair cut,MCAJ01,JJ,1,82,4.1,6.56
1398,07/06/2018,Men's hair cut,CALD01,JJ,1,40,2,3.2
1399,07/06/2018,miscellaneous,ROBM01,JJ,1,0,0,0
14,03/16/2018,Women's hair cut,CHEW01,JJ,1,82,4.1,6.56
140,04/07/2018,Women's hair cut,KENH01,SINEAD,1,70,3.5,5.6
1400,07/06/2018,Women's hair cut,GOSD01,JJ,1,102,5.1,8.16
1401,07/06/2018,Women's hair cut,BEBY01,BECKY,1,60,3,4.8
1402,07/06/2018,Blowdry,HADD01,KELLY,1,35,1.75,2.8
1404,07/06/2018,Color touch up,MOIB01,JOANNE,1,70,3.5,5.6
1404,07/06/2018,Women's hair cut,MOIB01,JJ,1,102,5.1,8.16
1404,07/06/2018,Shu essence absolue oil 150m,MOIB01,JJ,1,62.1,3.105,4.968
1405,07/06/2018,Blowdry,CARK01,KELLY,1,35,1.75,2.8
1406,07/06/2018,Women's hair cut,SINM01,JJ,1,82,4.1,6.56
1407,07/06/2018,Men's hair cut,TERJ01,KELLY,1,35,1.75,2.8
1408,07/07/2018,Women's hair cut,KINN01,JJ,1,102,5.1,8.16
1409,07/07/2018,Consultation,STOD01,JJ,1,0,0,0
141,04/07/2018,Partial highlights and color,WILK01,KELLY,1,120,6,9.6
141,04/07/2018,Blowdry,WILK01,JJ,1,42,2.1,3.36
1410,07/07/2018,Consultation,CASH01,JJ,1,0,0,0
1412,07/07/2018,Women's hair cut,SPEK01,JJ,1,102,5.1,8.16
1412,07/07/2018,Color touch up,SPEK01,JOANNE,1,70,3.5,5.6
1413,07/07/2018,Women's hair cut,CHOK01,KELLY,1,45,2.25,3.6
1413,07/07/2018,PO clean volume con 250ml,CHOK01,KELLY,1,33.52,1.676,2.6816
1413,07/07/2018,PO Clean Volume sh 250ml,CHOK01,KELLY,1,30.73,1.5365,2.4584
1414,07/07/2018,Blowdry,ARRM01,JJ,1,52,2.6,4.16
1415,07/07/2018,Color full color,POIJ01,JOANNE,1,65,3.25,5.2
1416,07/07/2018,Balayage,PIJM01,KELLY,1,150,7.5,12
1416,07/07/2018,Women's hair cut,PIJM01,KELLY,1,65,3.25,5.2
1416,07/07/2018,Smart Bond,PIJM01,KELLY,2,50,2.5,4
1416,07/07/2018,Color toner,PIJM01,KELLY,1,25,1.25,2
1419,07/07/2018,Highlights partial,SMIS01,JOANNE,1,160,8,12.8
1419,07/07/2018,Women's hair cut,SMIS01,JJ,1,102,5.1,8.16
142,04/07/2018,Color full color,CAYK01,KELLY,1,70,3.5,5.6
142,04/07/2018,Women's hair cut,CAYK01,BECKY,1,70,3.5,5.6
142,04/07/2018,PO strength cure sh 250ml,CAYK01,BECKY,1,32.44,1.622,2.5952
142,04/07/2018,PO Hydrate superfood masque150,CAYK01,BECKY,1,38.31,1.9155,3.0648
1420,07/07/2018,Blowdry,?A01,KELLY,1,55,2.75,4.4
1420,07/07/2018,miscellaneous,?A01,HOUSE,1,-20,-1,-1.6
1421,07/07/2018,Men's hair cut,MORD01,KELLY,1,55,2.75,4.4
1422,07/07/2018,Blowdry,BREH01,JJ,1,52,2.6,4.16
1423,07/07/2018,PO Hydrate sheer sh 250ml,WALK_IN,JJ,1,30.73,1.5365,2.4584
1424,07/07/2018,Color touch up,NADS01,JOANNE,1,70,3.5,5.6
1424,07/07/2018,Shu essence absolue C.milk 250,NADS01,JOANNE,1,50.4,2.52,4.032
1424,07/07/2018,Shu wonder worker 150ml,NADS01,JOANNE,1,37.8,1.89,3.024
1425,07/07/2018,Blowdry,HUDM01,KELLY,1,55,2.75,4.4
1425,07/07/2018,Shu essence absolue oil 150m,HUDM01,KELLY,1,62.1,3.105,4.968
1425,07/07/2018,PO hydrate sh  250ml,HUDM01,KELLY,1,30.73,1.5365,2.4584
1425,07/07/2018,PO hydrate con 250ml,HUDM01,KELLY,1,33.52,1.676,2.6816
1425,07/07/2018,LP hair touch up dark blond 59,HUDM01,KELLY,1,18.45,0.9225,1.476
1426,07/07/2018,Women's hair cut,BERH01,JJ,1,102,5.1,8.16
1426,07/07/2018,KM Motion lotion 150ml,BERH01,JJ,1,28.8,1.44,2.304
1427,07/07/2018,Consultation,MACB01,JJ,1,0,0,0
1428,07/07/2018,Blowdry,WONM02,JJ,1,52,2.6,4.16
1428,07/07/2018,miscellaneous,WONM02,HOUSE,1,-52,-2.6,-4.16
1428,07/07/2018,Color mini touch up,WONM02,JOANNE,1,50,2.5,4
1429,07/07/2018,Men's hair cut,SQUN01,JJ,1,20,1,1.6
1430,07/10/2018,Women's hair cut,CLAM01,JJ,1,102,5.1,8.16
1431,07/10/2018,Women's hair cut,WARG01,JJ,1,102,5.1,8.16
1432,07/10/2018,Men's hair cut,SMIL01,JJ,1,40,2,3.2
1433,07/10/2018,Women's hair cut,MART01,KELLY,1,65,3.25,5.2
1433,07/10/2018,Color touch up,MART01,JOANNE,1,60,3,4.8
1434,07/10/2018,Men's hair cut,GRIP01,BECKY,1,50,2.5,4
1436,07/10/2018,Men's hair cut,MASA01,BECKY,1,50,2.5,4
1438,07/10/2018,Men's hair cut,LANR01,KELLY,1,35,1.75,2.8
1439,07/10/2018,Women's hair cut,BALO01,JJ,1,82,4.1,6.56
144,04/07/2018,Women's hair cut,BLAJ01,SINEAD,1,65,3.25,5.2
1440,07/10/2018,Women's hair cut,HOLD01,BECKY,1,80,4,6.4
1442,07/10/2018,Men's hair cut,DEAM01,KELLY,1,35,1.75,2.8
1443,07/10/2018,Women's hair cut,RICP01,BECKY,1,80,4,6.4
1444,07/10/2018,Blowdry,HILJ01,BECKY,1,50,2.5,4
1444,07/10/2018,miscellaneous,HILJ01,HOUSE,1,-50,-2.5,-4
1446,07/10/2018,Women's hair cut,WEIA01,JJ,1,102,5.1,8.16
1447,07/10/2018,Men's hair cut,SINS02,KELLY,1,55,2.75,4.4
1448,07/10/2018,Smoothing treatment,ARRM01,BECKY,1,300,15,24
1449,07/10/2018,Men's hair cut,SINS01,JJ,1,60,3,4.8
1449,07/10/2018,KM Night Rider 100g,SINS01,JJ,1,28.8,1.44,2.304
145,04/08/2018,Women's hair cut,TOPS01,BECKY,1,60,3,4.8
1450,07/10/2018,Men's hair cut,BESJ01,KELLY,1,35,1.75,2.8
1451,07/10/2018,Men's hair cut,BUDG02,BECKY,1,50,2.5,4
1452,07/10/2018,Men's hair cut,TAYE01,JJ,1,60,3,4.8
1453,07/10/2018,Blowdry,NIDN01,KELLY,1,55,2.75,4.4
1453,07/10/2018,Color full color,NIDN01,JOANNE,1,85,4.25,6.8
1454,07/10/2018,Color touch up,SCHP01,JOANNE,1,70,3.5,5.6
1454,07/10/2018,Women's hair cut,SCHP01,BECKY,1,80,4,6.4
1455,07/10/2018,Color touch up,WOOJ01,JOANNE,1,70,3.5,5.6
1455,07/10/2018,Blowdry,WOOJ01,JJ,1,52,2.6,4.16
1456,07/11/2018,Women's hair cut,KEAJ01,JJ,1,82,4.1,6.56
1457,07/12/2018,Women's hair cut,JACA01,JJ,1,82,4.1,6.56
1458,07/11/2018,Children (under 12),MUNM01,JJ,1,32,1.6,2.56
1458,07/11/2018,Children (under 12),MUNJ01,KELLY,1,35,1.75,2.8
1459,07/11/2018,Blowdry,WONM02,JJ,1,52,2.6,4.16
1459,07/11/2018,miscellaneous,WONM02,HOUSE,1,-52,-2.6,-4.16
146,04/08/2018,Blowdry,SCHJ03,BECKY,1,30,1.5,2.4
1463,07/11/2018,Women's hair cut,KIMS01,JJ,1,102,5.1,8.16
1464,07/11/2018,Men's hair cut,WICJ01,JJ,1,60,3,4.8
1465,07/11/2018,AG balance 355ml,WALK_IN,JJ,1,27,1.35,2.16
1466,07/11/2018,Men's hair cut,DUFM01,KELLY,1,35,1.75,2.8
1466,07/11/2018,PO hydrate con 250ml,DUFM01,KELLY,1,33.52,1.676,2.6816
1466,07/11/2018,LP Silver Shampoo 300ml,DUFM01,KELLY,1,22.95,1.1475,1.836
1468,07/11/2018,Women's hair cut,MCGA01,JJ,1,102,5.1,8.16
1469,07/11/2018,Blowdry,COLG01,JJ,1,52,2.6,4.16
1469,07/11/2018,Color touch up,COLG01,JOANNE,1,70,3.5,5.6
147,04/08/2018,Men's hair cut,CHAG01,BECKY,1,30,1.5,2.4
1470,07/11/2018,Highlights partial,PRIL01,JOANNE,1,160,8,12.8
1470,07/11/2018,miscellaneous,PRIL01,HOUSE,1,-40,-2,-3.2
1471,07/11/2018,Women's hair cut,JARM01,JJ,1,102,5.1,8.16
1472,07/11/2018,Women's hair cut,NICM01,JJ,1,102,5.1,8.16
1473,07/11/2018,Blowdry,CLAJ01,TANYA,1,35,1.75,2.8
1475,07/12/2018,Men's hair cut,RIJR01,JJ,1,40,2,3.2
1476,07/12/2018,Women's hair cut,STEC01,JJ,1,82,4.1,6.56
1478,07/12/2018,Men's hair cut,SITB01,KELLY,1,35,1.75,2.8
1478,07/12/2018,Color full color,SITB01,KELLY,1,50,2.5,4
1479,07/12/2018,Men's hair cut,FLAD01,BECKY,1,50,2.5,4
148,04/08/2018,Blowdry,DOWR01,BECKY,1,50,2.5,4
1480,07/12/2018,Women's hair cut,WAIS01,BECKY,1,80,4,6.4
1481,07/12/2018,Women's hair cut,SPEC01,BECKY,1,60,3,4.8
1482,07/12/2018,Color touch up,HENA01,JOANNE,1,70,3.5,5.6
1482,07/12/2018,Women's hair cut,HENA01,BECKY,1,80,4,6.4
1483,07/12/2018,Women's hair cut,GOUE01,BECKY,1,80,4,6.4
1484,07/12/2018,Color full color,MAEJ01,JOANNE,1,85,4.25,6.8
1484,07/12/2018,Women's hair cut,MAEJ01,JJ,1,102,5.1,8.16
1485,07/12/2018,Accent lights and color,BROF01,JOANNE,1,140,7,11.2
1485,07/12/2018,Blowdry,BROF01,KELLY,1,55,2.75,4.4
1486,07/12/2018,Women's hair cut,TAYD01,JJ,1,102,5.1,8.16
1487,07/12/2018,Blowdry,WRIM01,TANYA,1,15,0.75,1.2
1488,07/12/2018,Women's hair cut,POLB01,BECKY,1,80,4,6.4
1489,07/12/2018,Men's hair cut,ZIMJ01,JJ,1,60,3,4.8
149,04/08/2018,Highlights full,HUDM01,JJ,1,0,0,0
1490,07/12/2018,Women's hair cut,JARS01,JJ,1,82,4.1,6.56
1492,07/12/2018,Color full color,DUBO01,TANYA,1,35,1.75,2.8
1493,07/12/2018,Blowdry,MOOJ01,KELLY,1,35,1.75,2.8
1494,07/12/2018,Women's hair cut,BUSC01,JJ,1,102,5.1,8.16
1494,07/12/2018,accent lights,BUSC01,JOANNE,1,80,4,6.4
1495,07/12/2018,Blowdry,DOWR01,BECKY,1,50,2.5,4
1496,07/12/2018,Consultation,JACA01,JJ,1,0,0,0
1498,07/13/2018,Blowdry,SIRM01,BECKY,1,50,2.5,4
1498,07/13/2018,miscellaneous,SIRM01,HOUSE,1,-50,-2.5,-4
1499,07/13/2018,Women's hair cut,FREK01,BECKY,1,60,3,4.8
15,03/16/2018,Women's hair cut,PARC01,JJ,1,82,4.1,6.56
150,04/10/2018,Women's hair cut,MARD01,BECKY,1,60,3,4.8
1501,07/13/2018,Blowdry,SKUD01,BECKY,1,50,2.5,4
1501,07/13/2018,miscellaneous,SKUD01,HOUSE,1,-50,-2.5,-4
1502,07/13/2018,Women's hair cut,BOWM01,JJ,1,102,5.1,8.16
1503,07/13/2018,Women's hair cut,KIMY01,JJ,1,102,5.1,8.16
1504,07/13/2018,Highlights partial,ROZM01,JOANNE,1,140,7,11.2
1505,07/13/2018,Men's hair cut,CAND01,JJ,1,60,3,4.8
1506,07/13/2018,Women's hair cut,CARB01,BECKY,1,80,4,6.4
1506,07/13/2018,KM Doo over 250ml,CARB01,BECKY,1,34.5,1.725,2.76
1507,07/13/2018,Women's hair cut,LYK01,KELLY,1,55,2.75,4.4
1508,07/13/2018,Accent lights and color,SARK01,JOANNE,1,140,7,11.2
1508,07/13/2018,Women's hair cut,SARK01,JJ,1,102,5.1,8.16
1508,07/13/2018,,SARK01,JJ,1,17.55,0.8775,1.404
1509,07/13/2018,Men's hair cut,BARW01,JJ,1,60,3,4.8
151,04/10/2018,Color touch up,IRWE01,KELLY,1,55,2.75,4.4
151,04/10/2018,Men's hair cut,IRWE01,SINEAD,1,45,2.25,3.6
1510,07/13/2018,Blowdry,WOOD02,JJ,1,52,2.6,4.16
1511,07/13/2018,Men's hair cut,POOD01,BECKY,1,50,2.5,4
1512,07/14/2018,Women's hair cut,TOBJ01,JJ,1,82,4.1,6.56
1513,07/14/2018,Women's hair cut,ARBA01,KELLY,1,55,2.75,4.4
1514,07/14/2018,Men's hair cut,MUIK01,KELLY,1,35,1.75,2.8
1515,07/14/2018,Women's hair cut,SMAN01,KELLY,1,45,2.25,3.6
1516,07/14/2018,Women's hair cut,DALR01,KELLY,1,45,2.25,3.6
152,04/10/2018,Women's hair cut,KOOM01,JJ,1,82,4.1,6.56
1520,07/14/2018,Men's hair cut,HELJ01,BECKY,1,50,2.5,4
1522,07/14/2018,Men's hair cut,SHAA01,BECKY,1,50,2.5,4
1523,07/14/2018,Balayage,LAMD01,JOANNE,1,200,10,16
1524,07/14/2018,Men's hair cut,MOHM01,KELLY,1,35,1.75,2.8
1525,07/14/2018,Women's hair cut,BINP01,JJ,1,51,2.55,4.08
1526,07/14/2018,Color full color,FLAS01,JOANNE,1,85,4.25,6.8
1526,07/14/2018,Women's hair cut,FLAS01,BECKY,1,80,4,6.4
1527,07/14/2018,Men's hair cut,CECA01,KELLY,1,35,1.75,2.8
1528,07/14/2018,Blowdry,BROS01,BECKY,1,50,2.5,4
1528,07/14/2018,miscellaneous,BROS01,HOUSE,1,-50,-2.5,-4
1529,07/14/2018,Women's hair cut,CULT01,BECKY,1,80,4,6.4
153,04/10/2018,Women's hair cut,LANS01,BECKY,1,60,3,4.8
1530,07/14/2018,Men's hair cut,HUTP01,JJ,1,40,2,3.2
1531,07/14/2018,Women's hair cut,TOPS01,BECKY,1,80,4,6.4
1532,07/14/2018,Blowdry,LAIA01,TANYA,1,15,0.75,1.2
1533,07/14/2018,Women's hair cut,YAGL01,KELLY,1,55,2.75,4.4
1534,07/14/2018,Women's hair cut,COWL01,BECKY,1,80,4,6.4
1534,07/14/2018,Highlights partial,COWL01,JOANNE,1,160,8,12.8
1535,07/15/2018,Women's hair cut,CONK01,BECKY,1,60,3,4.8
1536,07/15/2018,Men's hair cut,HAMD01,BECKY,1,50,2.5,4
1537,07/15/2018,Men's hair cut,YATT01,BECKY,1,50,2.5,4
1538,07/15/2018,Women's hair cut,BROT01,BECKY,1,80,4,6.4
1539,07/15/2018,Blowdry,NIKK01,JJ,1,32,1.6,2.56
154,04/10/2018,Women's hair cut,SIDA01,BECKY,1,60,3,4.8
1540,07/15/2018,Men's hair cut,BARJ01,BECKY,1,30,1.5,2.4
1541,07/15/2018,KM Motion lotion 150ml,WALK_IN,JJ,1,28.8,1.44,2.304
1542,07/15/2018,Blowdry,WONM02,JJ,1,52,2.6,4.16
1542,07/15/2018,miscellaneous,WONM02,HOUSE,1,-52,-2.6,-4.16
1543,07/17/2018,Women's hair cut,SARM01,JJ,1,82,4.1,6.56
1543,07/17/2018,Color full color,SARM01,JOANNE,1,85,4.25,6.8
1543,07/17/2018,Design me Puff me light 9.1g,SARM01,JJ,1,17.55,0.8775,1.404
1544,07/17/2018,Color mini touch up,HILJ01,JOANNE,1,50,2.5,4
1544,07/17/2018,Blowdry,HILJ01,BECKY,1,50,2.5,4
1544,07/17/2018,miscellaneous,HILJ01,HOUSE,1,-50,-2.5,-4
1545,07/17/2018,Blowdry,KUKK01,BECKY,1,50,2.5,4
1545,07/17/2018,miscellaneous,KUKK01,HOUSE,1,-50,-2.5,-4
1546,07/17/2018,Women's hair cut,JURS01,BECKY,1,60,3,4.8
1547,07/17/2018,Men's hair cut,LEEP01,JJ,1,60,3,4.8
1548,07/17/2018,Men's hair cut,HENB01,JJ,1,60,3,4.8
1549,07/17/2018,Women's hair cut,HYLK01,JJ,1,82,4.1,6.56
155,04/10/2018,Women's hair cut,BOWM01,JJ,1,82,4.1,6.56
1550,07/17/2018,Men's hair cut,KWOR01,KELLY,1,35,1.75,2.8
1552,07/17/2018,Men's hair cut,THOW02,JJ,1,60,3,4.8
1553,07/17/2018,Partial highlights and color,TRAS01,JOANNE,1,150,7.5,12
1554,07/17/2018,Blowdry,TIML01,TANYA,1,35,1.75,2.8
1555,07/17/2018,AG Dry Lift 44ml,WALK_IN,JJ,1,21.6,1.08,1.728
1556,07/17/2018,Women's hair cut,BOSJ01,BECKY,1,80,4,6.4
1557,07/17/2018,Color touch up,YANC01,JOANNE,1,70,3.5,5.6
1558,07/17/2018,Highlights half head and color,PAE01,KELLY,1,110,5.5,8.8
1558,07/17/2018,Women's hair cut,PAE01,KELLY,1,75,3.75,6
1558,07/17/2018,Smart Bond,PAE01,KELLY,2,50,2.5,4
1559,07/17/2018,Accent lights and color,STUM01,JOANNE,1,125,6.25,10
156,04/10/2018,Women's hair cut,SAMB01,JJ,1,82,4.1,6.56
1560,07/17/2018,Men's hair cut,GUYD01,BECKY,1,50,2.5,4
1560,07/17/2018,Men's camo color,GUYD01,BECKY,1,45,2.25,3.6
1561,07/17/2018,Blowdry,RIHM01,BECKY,1,50,2.5,4
1563,07/17/2018,Men's hair cut,PARJ01,KELLY,1,55,2.75,4.4
1564,07/17/2018,Men's hair cut,PIPJ01,JJ,1,60,3,4.8
1565,07/17/2018,Men's hair cut,GROR01,JJ,1,40,2,3.2
